Date Local,County Code,Parameter Name,Units of Measure,Arithmetic Mean,CBSA Name
2019-01-01,11,Ozone,Parts per million,0.025647,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-01,86,Ozone,Parts per million,0.035412,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-01,99,Ozone,Parts per million,0.032882,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-01,11,Ozone,Parts per million,0.033882,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-01,11,Ozone,Parts per million,0.033824,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-01,11,Ozone,Parts per million,0.029529,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-01,86,Ozone,Parts per million,0.030647,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-02,11,Ozone,Parts per million,0.029471,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-02,86,Ozone,Parts per million,0.029235,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-02,11,Ozone,Parts per million,0.02125,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-02,11,Ozone,Parts per million,0.029412,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-02,99,Ozone,Parts per million,0.028588,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-02,11,Ozone,Parts per million,0.027059,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-02,86,Ozone,Parts per million,0.026353,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-03,11,Ozone,Parts per million,0.015471,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-03,86,Ozone,Parts per million,0.026471,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-03,11,Ozone,Parts per million,0.015588,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-03,99,Ozone,Parts per million,0.021588,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-03,86,Ozone,Parts per million,0.025706,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-03,11,Ozone,Parts per million,0.025647,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-03,11,Ozone,Parts per million,0.026882,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-04,11,Ozone,Parts per million,0.027176,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-04,11,Ozone,Parts per million,0.025176,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-04,11,Ozone,Parts per million,0.017059,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-04,86,Ozone,Parts per million,0.030353,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-04,11,Ozone,Parts per million,0.026,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-04,86,Ozone,Parts per million,0.031882,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-04,99,Ozone,Parts per million,0.025059,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-05,11,Ozone,Parts per million,0.020882,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-05,86,Ozone,Parts per million,0.028706,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-05,86,Ozone,Parts per million,0.032059,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-05,11,Ozone,Parts per million,0.033412,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-05,99,Ozone,Parts per million,0.034765,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-05,11,Ozone,Parts per million,0.032824,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-05,11,Ozone,Parts per million,0.033176,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-06,11,Ozone,Parts per million,0.020529,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-06,11,Ozone,Parts per million,0.037118,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-06,11,Ozone,Parts per million,0.036765,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-06,99,Ozone,Parts per million,0.034471,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-06,11,Ozone,Parts per million,0.024941,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-06,86,Ozone,Parts per million,0.035941,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-06,86,Ozone,Parts per million,0.027882,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-07,86,Ozone,Parts per million,0.038,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-07,11,Ozone,Parts per million,0.038412,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-07,11,Ozone,Parts per million,0.021118,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-07,11,Ozone,Parts per million,0.020933,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-07,86,Ozone,Parts per million,0.036412,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-07,11,Ozone,Parts per million,0.034529,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-07,99,Ozone,Parts per million,0.031882,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-08,11,Ozone,Parts per million,0.022059,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-08,11,Ozone,Parts per million,0.022588,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-08,99,Ozone,Parts per million,0.020706,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-08,86,Ozone,Parts per million,0.030176,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-08,11,Ozone,Parts per million,0.028,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-08,11,Ozone,Parts per million,0.022765,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-08,86,Ozone,Parts per million,0.024765,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-09,11,Ozone,Parts per million,0.032118,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-09,86,Ozone,Parts per million,0.031235,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-09,99,Ozone,Parts per million,0.031882,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-09,11,Ozone,Parts per million,0.021857,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-09,11,Ozone,Parts per million,0.030235,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-09,86,Ozone,Parts per million,0.029,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-09,11,Ozone,Parts per million,0.032412,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-10,99,Ozone,Parts per million,0.032529,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-10,11,Ozone,Parts per million,0.037471,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-10,11,Ozone,Parts per million,0.034118,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-10,86,Ozone,Parts per million,0.033529,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-10,11,Ozone,Parts per million,0.038176,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-10,86,Ozone,Parts per million,0.034647,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-10,11,Ozone,Parts per million,0.035118,"Miami-Fort Lauderdale-West Palm Beach, FL"
