Date Local,County Code,Parameter Name,Units of Measure,Arithmetic Mean,CBSA Name
2019-01-01,11,Nitrogen dioxide (NO2),Parts per billion,8.416667,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-01,86,Nitrogen dioxide (NO2),Parts per billion,4.775,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-01,86,Nitrogen dioxide (NO2),Parts per billion,5.783333,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-01,99,Nitrogen dioxide (NO2),Parts per billion,1.158333,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-01,86,Nitrogen dioxide (NO2),Parts per billion,0.6375,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-01,11,Nitrogen dioxide (NO2),Parts per billion,0.520833,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-02,86,Nitrogen dioxide (NO2),Parts per billion,7.247619,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-02,86,Nitrogen dioxide (NO2),Parts per billion,10.404167,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-02,86,Nitrogen dioxide (NO2),Parts per billion,0.879167,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-02,11,Nitrogen dioxide (NO2),Parts per billion,0.716667,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-02,99,Nitrogen dioxide (NO2),Parts per billion,2.477778,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-02,11,Nitrogen dioxide (NO2),Parts per billion,18.217647,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-03,11,Nitrogen dioxide (NO2),Parts per billion,0.766667,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-03,11,Nitrogen dioxide (NO2),Parts per billion,18.270833,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-03,86,Nitrogen dioxide (NO2),Parts per billion,6.357143,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-03,86,Nitrogen dioxide (NO2),Parts per billion,4.654167,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-03,86,Nitrogen dioxide (NO2),Parts per billion,0.533333,"Miami-Fort Lauderdale-West Palm Beach, FL"
