Date Local,County Code,Parameter Name,Units of Measure,Arithmetic Mean,CBSA Name
2019-01-01,11,Carbon monoxide,Parts per million,0.125333,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-01,11,Carbon monoxide,Parts per million,0.477667,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-01,11,Carbon monoxide,Parts per million,0.457895,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-01,86,Carbon monoxide,Parts per million,0.345833,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-01,86,Carbon monoxide,Parts per million,0.357895,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-01,11,Carbon monoxide,Parts per million,0.1,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-02,11,Carbon monoxide,Parts per million,0.528409,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-02,11,Carbon monoxide,Parts per million,0.55,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-02,86,Carbon monoxide,Parts per million,0.375,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-02,11,Carbon monoxide,Parts per million,0.154167,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-02,86,Carbon monoxide,Parts per million,0.354167,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-02,11,Carbon monoxide,Parts per million,0.155167,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-03,86,Carbon monoxide,Parts per million,0.375,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-03,11,Carbon monoxide,Parts per million,0.1625,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-03,11,Carbon monoxide,Parts per million,0.529167,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-03,11,Carbon monoxide,Parts per million,0.174875,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-03,11,Carbon monoxide,Parts per million,0.56725,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-03,86,Carbon monoxide,Parts per million,0.370833,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-04,11,Carbon monoxide,Parts per million,0.236875,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-04,11,Carbon monoxide,Parts per million,0.2375,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-04,11,Carbon monoxide,Parts per million,0.533333,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-04,11,Carbon monoxide,Parts per million,0.49425,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-04,86,Carbon monoxide,Parts per million,0.408333,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-04,86,Carbon monoxide,Parts per million,0.4,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-05,86,Carbon monoxide,Parts per million,0.408333,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-05,11,Carbon monoxide,Parts per million,0.136875,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-05,11,Carbon monoxide,Parts per million,0.192875,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-05,11,Carbon monoxide,Parts per million,0.25,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-05,11,Carbon monoxide,Parts per million,0.129167,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-05,86,Carbon monoxide,Parts per million,0.408333,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-06,86,Carbon monoxide,Parts per million,0.429167,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-06,11,Carbon monoxide,Parts per million,0.179167,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-06,11,Carbon monoxide,Parts per million,0.366667,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-06,86,Carbon monoxide,Parts per million,0.404167,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-06,11,Carbon monoxide,Parts per million,0.431375,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-06,11,Carbon monoxide,Parts per million,0.223583,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-07,86,Carbon monoxide,Parts per million,0.34,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-07,11,Carbon monoxide,Parts per million,0.295833,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-07,11,Carbon monoxide,Parts per million,0.608333,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-07,86,Carbon monoxide,Parts per million,0.476471,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-07,11,Carbon monoxide,Parts per million,0.60075,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-07,11,Carbon monoxide,Parts per million,0.268833,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-08,11,Carbon monoxide,Parts per million,0.853458,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-08,86,Carbon monoxide,Parts per million,0.295833,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-08,11,Carbon monoxide,Parts per million,0.312667,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-08,86,Carbon monoxide,Parts per million,0.241667,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-08,11,Carbon monoxide,Parts per million,0.3,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-08,11,Carbon monoxide,Parts per million,0.75,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-09,11,Carbon monoxide,Parts per million,0.495833,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-09,11,Carbon monoxide,Parts per million,0.254167,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-09,86,Carbon monoxide,Parts per million,0.154167,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-09,11,Carbon monoxide,Parts per million,0.367583,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-09,86,Carbon monoxide,Parts per million,0.216667,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-09,11,Carbon monoxide,Parts per million,0.226208,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-10,11,Carbon monoxide,Parts per million,0.233333,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-10,86,Carbon monoxide,Parts per million,0.108333,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-10,86,Carbon monoxide,Parts per million,0.104167,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-10,11,Carbon monoxide,Parts per million,0.21175,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-10,11,Carbon monoxide,Parts per million,0.154167,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-10,11,Carbon monoxide,Parts per million,0.15225,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-11,86,Carbon monoxide,Parts per million,0.079167,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-11,11,Carbon monoxide,Parts per million,0.141292,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-11,11,Carbon monoxide,Parts per million,0.387208,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-11,86,Carbon monoxide,Parts per million,0.116667,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-11,11,Carbon monoxide,Parts per million,0.133333,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-11,11,Carbon monoxide,Parts per million,0.3375,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-12,11,Carbon monoxide,Parts per million,0.534875,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-12,86,Carbon monoxide,Parts per million,0.0125,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-12,86,Carbon monoxide,Parts per million,0.0,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-12,11,Carbon monoxide,Parts per million,0.5,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-12,11,Carbon monoxide,Parts per million,0.1125,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-12,11,Carbon monoxide,Parts per million,0.149208,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-13,11,Carbon monoxide,Parts per million,0.2,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-13,86,Carbon monoxide,Parts per million,0.020833,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-13,11,Carbon monoxide,Parts per million,0.541667,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-13,86,Carbon monoxide,Parts per million,0.041667,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-13,11,Carbon monoxide,Parts per million,0.183083,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-13,11,Carbon monoxide,Parts per million,0.514208,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-14,11,Carbon monoxide,Parts per million,0.270833,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-14,11,Carbon monoxide,Parts per million,0.216667,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-14,11,Carbon monoxide,Parts per million,0.26475,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-14,86,Carbon monoxide,Parts per million,0.116667,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-14,86,Carbon monoxide,Parts per million,0.091667,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-14,11,Carbon monoxide,Parts per million,0.214333,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-15,11,Carbon monoxide,Parts per million,0.213545,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-15,86,Carbon monoxide,Parts per million,0.1375,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-15,11,Carbon monoxide,Parts per million,0.229167,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-15,86,Carbon monoxide,Parts per million,0.129167,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-15,11,Carbon monoxide,Parts per million,0.208333,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-15,11,Carbon monoxide,Parts per million,0.200833,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-16,11,Carbon monoxide,Parts per million,0.275,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-16,86,Carbon monoxide,Parts per million,0.141667,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-16,86,Carbon monoxide,Parts per million,0.141667,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-16,11,Carbon monoxide,Parts per million,0.189,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-16,11,Carbon monoxide,Parts per million,0.2,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-16,11,Carbon monoxide,Parts per million,0.275,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-17,11,Carbon monoxide,Parts per million,0.479167,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-17,11,Carbon monoxide,Parts per million,0.233042,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-17,86,Carbon monoxide,Parts per million,0.175,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-17,11,Carbon monoxide,Parts per million,0.649042,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-17,11,Carbon monoxide,Parts per million,0.216667,"Miami-Fort Lauderdale-West Palm Beach, FL"
2019-01-17,86,Carbon monoxide,Parts per million,0.245833,"Miami-Fort Lauderdale-West Palm Beach, FL"
